DeviceProfileName,Time,AirTemperature,AirHumidity,BarometricPressure,CO2SensorTemperature,Unit
Decentlab_Air_Monitor,2023-10-05T10:40:44.505+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:48:41.675+00:00,23.463740234375003,54.367584228515625,98388,23.26,°C
Decentlab_Air_Monitor,2023-10-05T10:48:45.982+00:00,23.463740234375003,54.367584228515625,98388,23.26,°C
Decentlab_Air_Monitor,2023-10-05T10:50:40.915+00:00,23.35648925781249,54.73760986328125,98344,22.97,°C
Decentlab_Air_Monitor,2023-10-05T10:50:43.066+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:50:45.224+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:58:45.001+00:00,23.44229003906249,54.53733825683594,98396,23.24,°C
Decentlab_Air_Monitor,2023-10-05T10:58:47.157+00:00,23.44229003906249,54.53733825683594,98396,23.24,°C
Decentlab_Air_Monitor,2023-10-05T10:58:49.309+00:00,23.44229003906249,54.53733825683594,98396,23.24,°C
Decentlab_Air_Monitor,2023-10-05T11:00:46.610+00:00,23.324313964843746,54.95695495605469,98338,22.94,°C
Decentlab_Air_Monitor,2023-10-05T11:08:42.345+00:00,23.420839843749995,54.6231689453125,98366,23.21,°C
Decentlab_Air_Monitor,2023-10-05T11:08:44.502+00:00,23.420839843749995,54.6231689453125,98366,23.21,°C
Decentlab_Air_Monitor,2023-10-05T11:10:43.635+00:00,23.30018249511719,55.04087829589844,98304,22.91,°C
Decentlab_Air_Monitor,2023-10-05T11:10:45.789+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T11:10:47.939+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T11:18:47.638+00:00,23.3993896484375,54.7452392578125,98334,23.2,°C
Decentlab_Air_Monitor,2023-10-05T11:18:49.791+00:00,23.3993896484375,54.7452392578125,98334,23.2,°C
Decentlab_Air_Monitor,2023-10-05T11:18:51.946+00:00,23.3993896484375,54.7452392578125,98334,23.2,°C
Decentlab_Air_Monitor,2023-10-05T11:20:37.825+00:00,23.281413574218753,55.183929443359375,98288,22.89,°C
Decentlab_Air_Monitor,2023-10-05T11:20:39.983+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T11:28:45.009+00:00,23.38330200195312,54.89210510253906,98384,23.18,°C
Decentlab_Air_Monitor,2023-10-05T11:28:47.164+00:00,23.38330200195312,54.89210510253906,98384,23.18,°C
Decentlab_Air_Monitor,2023-10-05T11:28:49.314+00:00,23.38330200195312,54.89210510253906,98384,23.18,°C
Decentlab_Air_Monitor,2023-10-05T11:30:38.864+00:00,23.259963378906242,55.290740966796875,98330,22.87,°C
Decentlab_Air_Monitor,2023-10-05T11:30:41.023+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T11:38:44.400+00:00,23.36453308105468,54.95314025878906,98370,23.16,°C
Decentlab_Air_Monitor,2023-10-05T11:38:46.552+00:00,23.36453308105468,54.95314025878906,98370,23.16,°C
Decentlab_Air_Monitor,2023-10-05T11:40:39.915+00:00,23.246557006835936,55.359405517578125,98318,22.85,°C
Decentlab_Air_Monitor,2023-10-05T11:40:44.222+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T11:48:47.776+00:00,23.345764160156243,55.04850769042969,98376,23.14,°C
Decentlab_Air_Monitor,2023-10-05T11:48:49.931+00:00,23.345764160156243,55.04850769042969,98376,23.14,°C
Decentlab_Air_Monitor,2023-10-05T11:48:52.084+00:00,23.345764160156243,55.04850769042969,98376,23.14,°C
Decentlab_Air_Monitor,2023-10-05T11:50:40.328+00:00,23.230469360351556,55.48719787597656,98332,22.84,°C
Decentlab_Air_Monitor,2023-10-05T11:50:44.641+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T11:58:48.671+00:00,23.329676513671878,55.187744140625,98424,23.12,°C
Decentlab_Air_Monitor,2023-10-05T11:58:50.824+00:00,23.329676513671878,55.187744140625,98424,23.12,°C
Decentlab_Air_Monitor,2023-10-05T11:58:52.975+00:00,23.329676513671878,55.187744140625,98424,23.12,°C
